user_id,rel_user_id,weight
55.0,3523424.0,0.0833333333333
55.0,559437.0,0.01
55.0,1068061.0,0.01
55.0,1074363.0,0.01
55.0,1270664.0,0.01
3523424.0,55.0,0.25
3523424.0,425822.0,0.01
3523424.0,1028196.0,0.01
3523424.0,1270664.0,0.01
3523424.0,2338725.0,0.01
3523424.0,2707067.0,0.01
293.0,3689225.0,0.25
293.0,111687.0,0.01
293.0,470167.0,0.01
293.0,995735.0,0.01
293.0,1027187.0,0.01
293.0,1944706.0,0.01
3689225.0,293.0,0.25
3689225.0,534981.0,0.01
367.0,2448727.0,0.25
367.0,418244.0,0.25
367.0,4821223.0,0.333333333333
2448727.0,367.0,0.01
418244.0,367.0,0.01
4821223.0,367.0,0.25
379.0,493007.0,0.25
379.0,423310.0,0.01
379.0,493007.0,0.25
379.0,995596.0,0.01
379.0,3035162.0,0.01
493007.0,379.0,0.25
493007.0,379.0,0.25
404.0,2474457.0,0.25
404.0,344368.0,0.01
404.0,597489.0,0.01
404.0,807314.0,0.01
404.0,2174952.0,0.01
2474457.0,404.0,0.05
2474457.0,389372.0,0.01
557.0,1838833.0,0.25
557.0,1243720.0,0.01
557.0,1838833.0,0.25
1838833.0,557.0,0.25
1838833.0,1243720.0,0.01
1838833.0,557.0,0.25
569.0,1274080.0,0.0833333333333
1274080.0,569.0,0.01
1274080.0,3103171.0,0.25
1274080.0,1728674.0,0.01
629.0,1368087.0,0.25
1368087.0,629.0,0.01
1368087.0,866699.0,0.01
1368087.0,1701474.0,0.01
741.0,65886.0,0.25
741.0,65886.0,0.25
65886.0,741.0,0.25
65886.0,741.0,0.25
65886.0,143492.0,0.01
780.0,4463898.0,0.013698630137
780.0,1168643.0,0.01
4463898.0,780.0,0.01
4463898.0,18538.0,0.01
4463898.0,19675.0,0.01
4463898.0,142430.0,0.01
4463898.0,340431.0,0.01
4463898.0,383994.0,0.01
4463898.0,471021.0,0.01
4463898.0,1961991.0,0.01
4463898.0,1083345.0,0.01
4463898.0,4202018.0,0.01
4463898.0,2555757.0,0.01
4463898.0,2568386.0,0.01
4463898.0,2594701.0,0.01
4463898.0,2655926.0,0.01
4463898.0,2862147.0,0.25
4463898.0,2916785.0,0.01
926.0,813961.0,0.25
813961.0,926.0,0.01
937.0,2929563.0,0.25
2929563.0,937.0,0.01
951.0,3778964.0,0.0740740740741
3778964.0,951.0,0.01
3778964.0,802137.0,0.01
3778964.0,1656508.0,0.01
3778964.0,1892596.0,0.01
3778964.0,2472935.0,0.01
3778964.0,2736892.0,0.01
952.0,4317672.0,0.0285714285714
4317672.0,952.0,0.01
4317672.0,1568763.0,0.01
4317672.0,453724.0,0.01
4317672.0,394449.0,0.01
4317672.0,2196864.0,0.01
4317672.0,2460617.0,0.01
4317672.0,2680854.0,0.01
4317672.0,2786542.0,0.01
1088.0,4054058.0,0.25
1088.0,3760777.0,0.25
4054058.0,1088.0,0.25
4054058.0,52014.0,0.01
3760777.0,1088.0,0.25
1122.0,2852275.0,0.25
1122.0,2852275.0,0.25
2852275.0,1122.0,0.25
2852275.0,1122.0,0.25
1126.0,212120.0,0.25
212120.0,1126.0,0.01
1129.0,1073226.0,0.25
1129.0,697244.0,0.01
1073226.0,1129.0,0.01
1073226.0,2818097.0,0.01
1132.0,311581.0,0.25
311581.0,1132.0,0.01
311581.0,568486.0,0.01
311581.0,728635.0,0.01
1174.0,3336629.0,0.25
3336629.0,1174.0,0.01
1216.0,3425372.0,0.25
1216.0,513909.0,0.01
3425372.0,1216.0,0.25
3425372.0,513909.0,0.01
3425372.0,809622.0,0.01
3425372.0,1581722.0,0.01
1364.0,4868553.0,0.05
1364.0,2535269.0,0.01
4868553.0,1364.0,0.01
4868553.0,315001.0,0.01
4868553.0,1068427.0,0.01
4868553.0,1293946.0,0.01
4868553.0,1520685.0,0.01
1430.0,2518089.0,0.0833333333333
2518089.0,1430.0,0.01
2518089.0,551258.0,0.01
1531.0,2954037.0,0.25
2954037.0,1531.0,0.01
1589.0,92806.0,0.25
1589.0,92806.0,0.25
92806.0,1589.0,0.25
92806.0,1589.0,0.25
1653.0,2927821.0,0.25
2927821.0,1653.0,0.01
1720.0,2082337.0,0.0833333333333
1720.0,2912979.0,0.01
2082337.0,1720.0,0.01
2082337.0,229898.0,0.01
2082337.0,636727.0,0.01
2082337.0,2806491.0,0.01
1755.0,1251400.0,0.25
1755.0,1251400.0,0.25
1251400.0,1755.0,0.25
1251400.0,1755.0,0.25
1251400.0,1313074.0,0.01
1832.0,4098740.0,0.0833333333333
4098740.0,1832.0,0.01
2080.0,4746138.0,0.25
2080.0,123689.0,0.01
2080.0,870971.0,0.01
2080.0,2404167.0,0.01
4746138.0,2080.0,0.0833333333333
4746138.0,123689.0,0.01
4746138.0,455791.0,0.01
2166.0,525831.0,0.0833333333333
2166.0,155858.0,0.01
2166.0,525831.0,0.0833333333333
2166.0,907218.0,0.01
2166.0,1795678.0,0.01
525831.0,2166.0,0.0833333333333
525831.0,2240202.0,0.111111111111
525831.0,4640214.0,0.25
525831.0,1193880.0,0.0153846153846
525831.0,2166.0,0.0833333333333
525831.0,962090.0,0.01
525831.0,1708953.0,0.01
525831.0,2749219.0,0.01
2171.0,1212777.0,0.25
1212777.0,2171.0,0.01
1212777.0,1336731.0,0.01
1212777.0,2668311.0,0.01
4440555.0,1624773.0,0.5
4440555.0,1624773.0,0.5
4440555.0,1848184.0,0.01
1624773.0,4440555.0,1.0
1624773.0,4440555.0,1.0
1624773.0,1848184.0,0.01
2219.0,2578938.0,0.0285714285714
2219.0,1379561.0,0.01
2219.0,2640487.0,0.01
2219.0,2706081.0,0.01
2578938.0,2219.0,0.01
2578938.0,260885.0,0.01
2578938.0,1342382.0,0.01
2578938.0,1379561.0,0.01
2578938.0,2640002.0,0.01
2578938.0,2932130.0,0.01
2226.0,999602.0,0.25
999602.0,2226.0,0.01
999602.0,502527.0,0.01
999602.0,3965959.0,0.25
999602.0,1101833.0,0.01
2306.0,4288951.0,0.25
2306.0,2440473.0,0.01
4288951.0,2306.0,0.01
4288951.0,1430981.0,0.01
2336.0,958679.0,0.25
958679.0,2336.0,0.01
958679.0,2899534.0,0.01
2547.0,4409751.0,0.037037037037
2547.0,2106417.0,0.037037037037
4409751.0,2547.0,0.01
4409751.0,371012.0,0.01
4409751.0,2106417.0,0.01
4409751.0,2464737.0,0.01
4409751.0,2721147.0,0.01
2106417.0,2547.0,0.01
2106417.0,751230.0,0.01
2106417.0,1335988.0,0.01
2106417.0,4409751.0,0.037037037037
2106417.0,4648306.0,0.25
2614.0,233531.0,0.25
233531.0,2614.0,0.01
2663.0,1163715.0,0.05
2663.0,3483326.0,0.0833333333333
1163715.0,2663.0,0.01
1163715.0,1572131.0,1.0
1163715.0,1572131.0,1.0
1163715.0,505795.0,0.01
1163715.0,4158134.0,0.01
1163715.0,2488737.0,0.01
1163715.0,2837598.0,0.01
3483326.0,2663.0,0.01
3483326.0,2190199.0,0.01
2698.0,1442296.0,0.25
1442296.0,2698.0,0.01
1442296.0,1735639.0,0.25
1442296.0,2162905.0,0.01
2955.0,4106730.0,0.05
4106730.0,2955.0,0.01
